gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,1,1,0.7207822340948987,1,2,1,2,0,2,0,2,2,0,0,1,1.3731434808594511,1.3523722106935414
0,1,1,0,0.7616377664979054,1,2,1,2,0,0,0,0,0,0,1,2,0.4218735711844746,0.6742294181715084
1,0,0,0,1.619603946961047,1,2,1,0,2,2,0,2,2,2,1,2,1.296239410833003,2.3657525249775007
0,0,0,0,-1.281138853652432,1,0,0,0,2,0,0,0,0,0,0,2,-0.4792415102123836,-0.9860702611577452
0,0,1,1,1.5787484145580404,1,0,2,1,1,1,1,1,1,2,0,0,-1.5057436623045373,-0.4222365913088681
1,0,0,0,-1.2402833212494253,1,0,1,0,0,0,0,0,0,0,1,1,0.214566947634919,-0.9386937370882988
0,0,0,0,-0.790872464816351,1,2,1,0,0,0,0,0,2,0,1,2,0.6592730917009009,-0.515553317589312
0,0,1,0,0.679926701691892,1,0,2,1,1,1,1,1,1,1,0,0,-1.48568173099329,-0.6102621712094831
0,0,0,0,-0.3414616083832767,1,0,0,2,0,0,2,0,0,0,0,1,-0.2853095075369928,-0.3979958977901261
0,0,1,0,1.415326284946013,1,0,2,1,1,1,1,1,1,2,0,3,-1.51243097274162,-0.4183253764020154
1,0,0,0,-0.9951501268313848,1,0,1,0,0,0,0,0,0,0,1,3,0.1744430850124243,-0.764744111400481
0,0,1,0,-1.2402833212494253,1,2,1,0,0,2,2,2,2,0,1,2,1.3213168249720624,-0.9011062989156644
0,0,1,1,-0.7091614000103375,1,0,2,1,1,1,1,1,1,0,0,3,-1.507415489913808,-0.8877816515211326
1,0,1,0,-1.117716724040405,1,0,2,1,1,1,1,1,1,0,0,3,-1.5224619383972433,-0.952703399523014
1,0,1,1,1.2110486229309796,1,2,1,2,2,0,0,2,0,1,1,1,1.0053414068199171,1.5512696421996452
0,1,1,0,-0.2597505435772633,1,2,1,0,2,2,0,0,2,0,1,2,0.9685611994159636,0.0441039702403836
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,0,3,0.1911613611051304,-0.9772092601540848
0,0,0,0,-0.3823171407862835,1,2,1,2,0,0,0,2,0,0,1,0,0.8415023011113973,-0.0494779231523892
0,0,0,0,-0.9951501268313848,1,0,0,0,2,0,2,2,0,0,1,2,0.018963117350258,-0.7633740813201145
1,0,0,0,1.4970373497520268,1,0,2,1,1,1,1,1,1,2,0,1,-1.502400007085996,-0.3899745926421742
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,2,2,0,1,2,0.8582205772041035,-0.9683924536691456
0,0,1,1,-1.1585722564434118,1,0,1,0,0,0,0,2,0,0,1,3,0.4686847442440519,-0.875937520503771
1,1,0,0,1.415326284946013,1,0,1,2,2,0,2,2,2,2,1,2,1.34305058389258,2.161087708778241
0,0,0,1,-1.1994277888464184,1,0,0,2,0,0,2,0,2,0,1,0,-0.0128016072258836,-0.9300095141595244
1,0,1,1,0.7616377664979054,0,1,0,2,2,2,0,2,2,1,0,2,-0.186671678590027,0.3238994682661903
1,1,0,0,-0.5048837379953037,1,0,0,2,0,0,2,0,0,1,0,3,-0.3638854051727115,-0.5417606671911606
0,0,0,0,0.9250598961099324,1,0,0,0,2,2,0,0,2,2,1,3,-0.0044424691795306,0.5901493463038576
1,0,0,0,-1.281138853652432,1,2,0,0,0,2,2,0,0,0,0,3,-0.0947211600801435,-0.9809878915047728
0,0,1,0,-0.2597505435772633,1,2,1,0,2,0,0,0,0,0,0,0,0.4820593651182164,-0.117537481983497
1,0,0,0,-1.281138853652432,0,1,0,0,0,0,0,0,2,0,0,2,-0.969086999728672,-0.9925447581504449
1,0,0,0,-1.281138853652432,0,1,0,0,0,0,0,0,0,0,1,2,-1.328529935721853,-0.9972956689130058
1,0,0,0,-0.9134390620253712,0,1,0,0,0,0,0,0,2,0,1,3,-1.0359601040994963,-0.8765120492471505
1,0,0,0,-0.6683058676073308,1,2,1,0,2,0,0,0,0,0,1,3,0.5238550553499817,-0.4564652460586685
1,0,0,1,-1.281138853652432,0,1,0,0,0,0,0,0,0,0,0,2,-1.3419045565960177,-0.9974724469878918
1,0,0,1,-1.281138853652432,0,1,0,0,0,0,0,0,0,0,1,2,-1.343576384205288,-0.9974945442472528
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,2,0,1,2,0.5322141933963347,-0.9727014192444918
0,0,1,0,1.2110486229309796,1,0,1,2,0,2,2,2,2,1,1,2,1.3179731697535209,1.9144601970529196
0,0,0,0,-1.0768611916373982,1,0,0,0,0,0,0,0,2,0,1,2,-0.3304488529872993,-0.8579724486434819
1,0,0,0,0.1079492480497974,1,0,2,1,1,1,1,1,1,2,1,3,-1.494040869039643,-0.7059433042415273
0,0,1,1,1.415326284946013,0,1,0,2,2,0,0,0,0,2,0,0,-0.9607278616823188,0.0674828706440561
1,0,0,0,-0.627450335204324,1,2,1,2,2,2,2,2,0,0,1,0,1.3965490673892398,-0.2694340428292872
1,0,0,0,-1.117716724040405,1,0,0,0,0,2,0,2,2,1,1,3,0.1710994297938833,-0.854878832332977
1,0,0,0,-1.1585722564434118,1,0,2,1,1,1,1,1,1,1,0,3,-1.510759145132349,-0.9563494473175376
0,0,1,0,-0.627450335204324,1,2,1,0,0,0,0,2,2,0,0,2,0.9267655091841984,-0.3102697781279517
1,0,0,0,0.5573601044828717,1,2,1,0,0,0,0,0,0,0,0,0,0.2647217759130373,0.4276461009649079
0,1,1,0,0.3939379748708447,1,0,1,2,0,0,0,0,0,0,1,1,0.309861121363344,0.4188071972206082
0,0,1,1,1.619603946961047,1,2,2,1,1,1,1,1,1,2,1,0,-1.3653101431258063,-0.2530599736429719
1,1,0,0,-1.2402833212494253,1,0,0,2,0,2,0,2,0,0,0,0,0.0507278419263996,-0.966624672920286
1,0,0,0,-1.1994277888464184,1,0,1,0,0,0,0,2,0,0,0,2,0.4803875375089459,-0.8901460582727329
1,0,1,0,0.8433488313039189,1,2,1,2,0,2,0,0,2,0,0,2,0.9702330270252344,1.214220145170137
1,0,0,0,-0.8317279972193578,1,2,1,0,2,2,2,2,2,0,1,3,1.6071993461573364,-0.3964269923755129
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.4840099033840195,-0.9993507140335556
1,0,1,1,0.9659154285129392,1,2,1,0,0,2,2,2,2,2,1,2,1.2811929623495677,1.5874649530325524
0,0,1,0,1.4970373497520268,1,2,1,2,0,0,0,2,2,2,0,0,1.1457749259986485,2.030117252547081
0,0,0,0,-0.8725835296223645,1,2,1,0,0,2,0,2,2,0,1,0,1.1023074081576123,-0.5198843804240189
0,0,0,0,0.1488047804528042,1,0,2,1,1,1,1,1,1,1,1,0,-1.5258055936157846,-0.7079762521027163
1,0,1,1,1.619603946961047,1,2,1,2,2,0,2,0,2,2,1,1,1.0989637529390712,2.081493380560823
0,0,0,0,-1.0360056592343916,1,0,2,1,1,1,1,1,1,0,0,3,-1.4990563518674551,-0.9355559262590726
0,1,1,0,1.5787484145580404,1,0,1,0,2,2,0,0,2,2,0,1,0.8214403698001502,1.8356171756537665
1,0,0,0,0.4347935072738514,1,2,1,0,2,0,0,0,0,0,1,2,0.4335763644493687,0.4791106180160928
0,1,0,0,-1.2402833212494253,1,0,1,0,0,0,0,0,0,0,0,2,0.1961768439329424,-0.9399753781312224
0,0,1,0,1.619603946961047,1,2,0,2,2,2,0,2,2,2,1,1,0.5940718149393476,1.607617653569556
1,0,0,0,-0.790872464816351,1,0,2,1,1,1,1,1,1,1,0,3,-1.5191182831787022,-0.8889970007859739
0,1,0,0,-1.281138853652432,0,1,0,0,0,0,0,2,0,0,1,2,-0.9506968960266952,-0.9923016882974766
1,0,1,1,0.7207822340948987,1,2,1,2,2,2,0,2,2,1,1,2,1.4500475508858992,1.3919704994680038
0,0,1,1,1.006770960915946,1,0,2,1,1,1,1,1,1,2,0,0,-1.5174464555694316,-0.4923953897792468
0,0,1,1,0.2713713776618244,1,2,1,0,2,2,2,0,0,1,1,2,0.8247840250186913,0.52710586534764
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.48568173099329,-0.9993728112929164
0,0,0,0,-1.117716724040405,1,2,1,0,0,0,0,0,0,0,0,2,0.3566722944229208,-0.8255999636799843
1,0,0,1,1.5787484145580404,1,2,1,2,0,2,0,2,2,2,0,0,1.3982208949985102,2.254139267946357
1,0,0,0,-1.281138853652432,1,0,0,2,0,0,0,0,0,0,0,2,-0.5661765458944551,-0.9872193186445044
1,0,1,0,0.679926701691892,1,2,1,2,2,0,0,2,0,0,1,0,0.9685611994159636,1.0833601752357804
0,0,1,0,0.2713713776618244,1,0,1,2,0,2,2,2,2,1,1,1,1.331347790627686,0.818966466984416
1,0,0,1,-0.790872464816351,1,0,0,0,0,0,0,0,0,0,0,3,-0.6982509270268332,-0.7170140311812627
0,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.5040718346952668,-0.9996158811458844
1,0,0,0,1.33361522014,1,0,2,1,1,1,1,1,1,2,1,1,-1.5157746279601612,-0.4698340879719218
0,0,1,0,1.4970373497520268,1,2,1,0,0,2,2,2,2,2,0,0,1.3530815495482036,2.1915598294367147
0,1,0,0,-1.1585722564434118,1,0,1,0,0,0,0,2,0,0,1,2,0.4670129166347809,-0.8790090395549153
0,0,0,0,0.1488047804528042,1,2,0,0,0,2,0,0,0,1,0,2,-0.3036996112389696,-0.1503740093935703
1,1,1,0,-1.0768611916373982,1,0,1,0,2,0,0,0,2,0,1,2,0.6458984708267363,-0.7789747464288035
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1677557745753423,-0.9775186217851352
0,0,0,0,-1.2402833212494253,1,0,0,0,2,0,0,0,0,0,1,1,-0.5293963384905018,-0.9681493838161777
1,0,0,0,-1.2402833212494253,0,1,0,0,0,2,0,2,2,0,1,2,-0.5227090280534193,-0.9684808427065889
1,0,0,1,-0.0963284139652362,1,0,0,0,2,2,0,2,0,1,0,1,-0.0128016072258836,-0.1554784763059034
1,0,0,0,1.0476264933189527,1,0,2,1,1,1,1,1,1,2,0,3,-1.4739789377283958,-0.4726625371700977
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1443501880455537,-0.9778279834161858
1,0,0,0,-0.627450335204324,1,0,1,0,0,2,0,0,0,0,1,2,0.3934525018268744,-0.4278934897052198
1,0,0,0,-0.0963284139652362,1,2,1,2,2,2,2,0,0,0,1,1,1.0070132344291878,0.252193861640559
0,1,1,0,-0.2597505435772633,1,2,1,0,0,2,0,2,2,0,1,0,1.110666546203965,0.1011811911691987
1,1,1,0,0.679926701691892,1,2,1,0,2,0,0,0,2,0,0,1,0.8415023011113973,1.0012246621918754
1,0,1,0,-1.1994277888464184,0,1,0,0,2,0,0,0,0,0,0,1,-1.1730499680596862,-0.966690964698368
0,1,0,0,0.9659154285129392,1,2,1,0,2,2,0,2,2,1,1,0,1.3330196182369565,1.4269946555547914
0,0,1,0,1.415326284946013,1,0,2,1,1,1,1,1,1,1,1,0,-1.4723071101191252,-0.4217725488622922
0,0,1,1,-0.4231726731892902,1,0,0,0,2,0,2,0,0,0,0,2,-0.3254333701594875,-0.4754025973308307
0,0,0,0,-1.1585722564434118,1,0,0,0,0,0,0,0,0,0,0,3,-0.6430806159209033,-0.9239769623540398
0,0,1,1,-1.281138853652432,1,0,2,1,1,1,1,1,1,2,0,3,-1.4890253862118312,-0.9994170058116378
1,0,0,0,-0.0554728815622295,0,1,0,0,0,2,0,2,2,1,1,2,-0.4959597863050897,-0.3351512921681553
1,1,1,0,0.4756490396768582,1,0,2,1,1,1,1,1,1,2,1,1,-1.5224619383972433,-0.633972530503567
1,1,1,0,-0.8725835296223645,1,0,2,1,1,1,1,1,1,0,0,3,-1.502400007085996,-0.9135028614170448
1,0,1,0,0.3939379748708447,1,2,0,2,0,0,0,0,0,1,0,1,-0.2936686455833459,0.0464462797326229
1,0,0,0,1.5787484145580404,1,2,1,0,0,2,2,0,0,2,1,1,0.7194588856346432,1.7192751051194215
1,0,0,0,-0.2597505435772633,0,1,0,2,0,0,2,2,2,1,0,1,-0.3454953014707349,-0.4061055919755211
1,0,1,1,-1.281138853652432,1,0,2,1,1,1,1,1,1,1,0,1,-1.5057436623045373,-0.9996379784052452
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1543811537011772,-0.9776953998600212
1,0,0,1,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,0,0,0.1627402917475302,-0.9775849135632176
1,0,1,1,-0.6683058676073308,1,2,0,2,2,0,2,2,2,0,0,2,0.669304057356525,-0.3904607323481106
0,0,1,0,0.8433488313039189,1,0,1,2,2,2,2,2,2,1,0,2,1.5252797933030764,1.570560549621579
0,0,0,0,-1.0768611916373982,1,0,1,0,0,0,0,0,0,0,1,3,0.1460220156548242,-0.8235007240407132
1,0,1,0,0.9659154285129392,1,0,2,1,1,1,1,1,1,1,0,1,-1.502400007085996,-0.510448850676979
0,1,1,0,1.33361522014,1,2,1,0,2,2,0,2,2,0,1,0,1.4684376545878757,2.121644100819304
1,0,1,1,-0.4231726731892902,1,0,0,2,0,2,2,2,0,1,1,0,0.0875080493303528,-0.3260251240521659
1,0,1,1,1.4561818173490202,1,2,0,0,2,0,2,0,2,2,0,1,0.1978486715422129,1.139420922234001
1,0,0,0,-1.2402833212494253,1,0,2,1,1,1,1,1,1,0,0,3,-1.4890253862118312,-0.9937380101559252
1,0,0,0,1.619603946961047,0,1,0,2,0,2,2,2,2,2,1,1,-0.1231422294377437,0.9318392677991229
1,0,0,0,-1.281138853652432,1,0,0,2,0,0,0,0,0,0,1,3,-0.546114614583208,-0.9869541515321753
0,1,1,0,0.0670937156467907,1,0,0,0,0,2,2,2,0,1,0,0,-0.0228325728815072,-0.0775414425405408
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1995204991514834,-0.977098773857281
1,1,0,1,-1.281138853652432,1,0,0,0,0,2,0,0,0,0,1,3,-0.4926161310865484,-0.9862470392326312
1,0,1,0,0.0262381832437839,1,2,1,0,2,2,0,0,2,0,1,2,0.9518429233232576,0.3580839284972693
1,0,0,0,-1.1585722564434118,1,2,1,0,2,0,0,0,0,0,0,2,0.4536382957606163,-0.862546581331157
1,1,0,0,0.1488047804528042,1,2,1,2,0,0,0,2,0,0,1,2,0.868251542859727,0.3999361377265282
0,1,0,0,0.5165045720798649,1,2,1,0,0,2,0,2,2,1,1,0,1.246084582554885,1.084354551907014
1,0,0,0,-1.281138853652432,1,2,2,1,1,1,1,1,1,0,1,3,-1.3653101431258063,-0.9977818086189424
1,0,0,0,-0.790872464816351,1,2,1,2,0,0,0,2,2,0,0,3,1.1123383738132362,-0.464707523800228
0,0,0,1,-0.464028205592297,1,0,0,2,0,2,0,0,2,1,0,3,-0.0010988139609895,-0.4176182641024714
1,0,1,0,-0.8317279972193578,1,0,2,1,1,1,1,1,1,1,0,0,-1.507415489913808,-0.919027176257232
0,1,1,0,-0.2597505435772633,1,0,0,0,0,2,0,0,2,1,0,3,-0.1398605055304498,-0.3024473483142464
0,0,1,1,1.170193090527973,1,2,1,2,2,2,2,2,2,2,0,1,1.6790879333559725,2.088807573409231
1,0,1,1,1.5378928821550335,1,0,2,1,1,1,1,1,1,2,0,1,-1.4990563518674551,-0.40725464946228
1,1,0,0,-1.117716724040405,1,0,1,0,0,0,0,0,0,0,1,3,0.1794585678402363,-0.8617289827348092
1,0,1,1,0.4756490396768582,0,1,0,2,2,2,2,0,2,2,1,1,-0.3622135775634409,0.0412976183015683
0,1,1,0,-0.8725835296223645,1,2,1,0,0,2,2,2,2,0,1,0,1.3096140317071678,-0.5073994288851955
0,0,1,1,1.3744707525430069,1,0,0,2,2,0,2,0,0,2,1,1,-0.2234518859939802,0.6757541290674002
1,1,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,0,2,-0.6614707196228798,-0.9884788624280668
1,0,0,0,-0.954294594428378,1,2,1,0,0,0,0,2,0,0,1,2,0.68435050583996,-0.6731509713501755
0,0,1,1,-0.8317279972193578,0,1,0,0,2,0,0,0,0,0,0,3,-1.193111899370933,-0.871805333003311
0,1,1,0,-1.0360056592343916,1,2,1,0,0,0,0,0,2,0,1,2,0.6576012640916304,-0.7225383460214501
0,0,0,0,-0.8317279972193578,1,2,0,0,0,0,2,2,2,1,0,3,0.3065174661448026,-0.6227471227483065
1,0,1,1,-0.1780394787712498,1,0,2,1,1,1,1,1,1,2,1,1,-1.490697213821102,-0.792763436269911
0,0,1,1,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.4990563518674551,-0.999549589367802
1,0,1,1,-1.0360056592343916,1,0,0,2,0,0,0,0,0,1,1,2,-0.5059907519607133,-0.8619941498471384
0,0,1,0,-0.954294594428378,0,1,0,0,0,2,0,2,2,0,1,2,-0.5394273041461254,-0.8129824285849965
0,0,0,0,1.2110486229309796,1,0,2,1,1,1,1,1,1,2,1,1,-1.5274774212250553,-0.5118188807573454
1,1,1,0,-0.9951501268313848,1,0,0,0,0,2,2,0,2,0,1,1,-0.0161452624444246,-0.7513310749685062
0,0,0,1,0.3122269100648312,1,0,0,2,0,0,2,2,0,0,1,1,-0.0261762281000487,0.0789292509929243
0,0,0,0,-0.5865948028013173,1,0,1,0,0,0,0,0,0,0,1,2,0.1644121193568008,-0.4685082524102769
0,0,0,0,-1.1585722564434118,1,0,0,0,0,0,0,0,0,0,1,3,-0.631377822656009,-0.9228500021266416
1,0,0,0,-1.1585722564434118,1,2,1,0,0,0,0,0,0,0,1,2,0.3733905705156269,-0.8674742701686041
1,0,0,0,0.8842043637069257,1,2,1,0,0,2,0,0,2,0,0,1,0.8197685421908798,1.143641498771904
0,0,1,0,0.3530824424678379,1,2,1,2,2,2,2,2,2,0,1,0,1.6289331050778542,1.02230544762203
1,0,1,0,0.1896603128558109,1,2,0,2,0,2,0,2,2,1,0,3,0.4803875375089459,0.2784454057611292
1,0,0,0,-0.5048837379953037,1,2,1,0,0,2,0,2,0,0,1,1,0.8632360600319154,-0.2211515311260501
0,0,1,0,-0.3823171407862835,1,0,0,0,0,0,2,2,0,1,0,0,-0.1632660920602384,-0.4130441314147963
0,0,1,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,0,-1.490697213821102,-0.9994391030709984
1,1,0,0,1.5787484145580404,1,2,1,0,2,0,2,2,2,2,1,2,1.4015645502170513,2.3606259608058067
1,0,1,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,0,1,-0.6748453404970447,-0.988655640502953
0,0,0,1,-0.627450335204324,1,2,0,0,0,2,0,0,0,1,1,3,-0.3020277836296989,-0.5940869773574148
1,1,0,0,-0.9951501268313848,1,0,1,0,0,0,0,0,0,0,1,2,0.1610684641382597,-0.7605456321219387
1,0,1,0,1.415326284946013,1,2,1,0,2,2,0,0,2,2,1,2,0.9451556128861754,1.8059847508510012
0,0,0,0,0.3530824424678379,1,0,2,1,1,1,1,1,1,0,0,2,-1.48568173099329,-0.6656379031675208
0,0,0,0,-1.281138853652432,1,0,1,0,2,2,0,0,0,0,1,2,0.582369021674453,-0.9720385014636692
1,1,0,0,-0.9134390620253712,1,0,1,0,2,0,0,0,0,0,1,2,0.2663936035223078,-0.7040650371958636
1,1,1,0,-0.137183946368243,1,2,1,0,2,2,0,0,2,0,1,2,1.037106131396059,0.2048173375711126
1,0,0,0,-0.9134390620253712,1,0,0,0,0,0,0,0,2,0,1,0,-0.271934886662828,-0.7860016749055218
1,0,0,0,-1.117716724040405,1,0,1,0,0,0,0,2,0,0,1,3,0.5088086068665462,-0.8322733360069307
1,0,1,1,-0.1780394787712498,1,2,0,0,2,0,0,0,2,0,0,2,-0.0161452624444246,-0.2119590712319783
1,0,1,1,0.5165045720798649,1,0,0,2,0,0,2,0,0,2,0,0,-0.3421516462521936,0.120184834219443
1,0,1,1,1.619603946961047,1,2,1,2,2,2,2,2,2,2,1,1,1.595496552892442,2.583123265309191
1,0,1,0,-0.3823171407862835,1,2,1,2,2,2,0,2,0,0,1,2,1.1491185812171896,-0.0421416330446206
0,0,0,0,0.8024932989009121,1,2,1,2,2,0,2,2,2,1,1,1,1.5503572074421357,1.6063360125266322
1,0,1,1,1.2519041553339865,1,2,2,1,1,1,1,1,1,2,0,3,-1.3251862805033117,-0.3132087136229314
1,0,1,1,-0.7500169324133442,1,0,0,2,2,0,0,2,0,0,1,2,0.018963117350258,-0.5940427828386933
1,0,1,0,-0.3823171407862835,1,0,0,2,0,0,0,0,2,0,1,0,-0.1649379196695089,-0.3870356571471945
0,1,1,0,-1.281138853652432,1,2,1,0,2,0,0,2,0,0,1,2,0.859892404813374,-0.9683703564097852
0,0,1,0,1.33361522014,1,0,0,2,2,2,0,0,2,2,0,0,0.2045359819792955,0.930049389790902
0,0,1,0,1.0884820257219594,1,2,1,0,2,0,0,2,2,0,0,2,1.2109762027602018,1.660894145888322
0,0,0,0,-0.9951501268313848,1,2,1,0,0,0,0,2,0,0,1,2,0.7411926445551609,-0.6716041631949231
1,1,0,0,-0.954294594428378,1,2,0,2,0,0,0,0,0,0,0,2,-0.3454953014707349,-0.7900675706278997
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,2,0,0,1,2,0.4904185031645695,-0.9732538507285106
0,0,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,0,3,-0.6999227546361038,-0.9889870993933642
0,1,1,0,-0.2188950111742565,1,2,1,2,0,0,2,2,2,0,1,0,1.3179731697535209,0.258977720264309
0,0,0,0,-0.7091614000103375,1,0,2,1,1,1,1,1,1,0,0,3,-1.5040718346952668,-0.8667892551284209
0,0,1,1,-0.7091614000103375,1,0,0,0,0,0,0,0,0,0,0,2,-0.6213468570003854,-0.7258087404068408
1,0,1,0,-0.30060607598027,1,2,0,0,0,2,0,0,0,0,0,1,-0.3120587492853227,-0.387345018778245
0,0,0,0,-1.1994277888464184,1,2,1,0,0,0,0,0,0,0,1,2,0.3550004668136503,-0.9109174820718372
0,1,0,0,-1.117716724040405,1,2,1,0,0,0,0,2,0,0,1,1,0.6107900910320536,-0.8112809396142189
0,0,0,0,0.8024932989009121,1,0,0,0,0,2,0,0,2,0,1,2,-0.181656195762215,0.3367379759547855
0,0,1,0,-0.3414616083832767,1,2,1,0,0,0,0,0,0,0,1,1,0.3516568115951092,-0.2359566948977521
0,0,1,1,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,2,-1.5040718346952668,-0.9996158811458844
1,1,1,0,-1.281138853652432,0,1,0,0,0,0,0,0,0,0,0,2,-1.331873590940394,-0.9973398634317272
1,1,0,0,-0.954294594428378,1,2,1,0,2,0,0,2,2,0,1,1,1.155805891654272,-0.6020861852460059
1,0,0,0,0.9250598961099324,1,2,1,0,0,0,0,2,2,0,1,2,1.0671990283629296,1.3268056816131544
1,0,0,0,-1.1994277888464184,1,0,1,0,2,2,2,2,2,0,1,2,1.4400165852302755,-0.8676068537247686
0,0,1,0,1.5787484145580404,0,1,0,0,0,2,2,0,2,2,1,2,-0.5962694428613262,0.4339217226233606
1,0,0,0,-1.0360056592343916,1,0,2,1,1,1,1,1,1,0,0,2,-1.5258055936157846,-0.9587801458472198
0,1,1,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,0,2,-0.631377822656009,-0.9880811117595734
1,0,0,0,-0.7091614000103375,1,0,2,1,1,1,1,1,1,0,0,3,-1.5090873175230786,-0.8707004700352735
1,0,1,0,-0.3823171407862835,1,0,2,1,1,1,1,1,1,1,0,1,-1.5241337660065142,-0.7935368403475372
0,0,0,0,-0.7091614000103375,1,2,0,2,0,0,0,0,0,0,1,3,-0.3070432664575107,-0.6107483109154197
1,1,0,0,0.2305158452588177,1,0,0,0,2,2,2,2,0,1,1,1,0.1761149126216953,0.0952812229198787
1,1,1,0,-0.3414616083832767,1,2,1,0,2,2,0,2,2,0,1,2,1.3163013421442504,0.067239800791088
0,0,0,0,-1.2402833212494253,1,0,1,0,0,0,0,2,0,0,1,2,0.497105813601652,-0.9357106070745976
1,0,0,0,-1.117716724040405,0,1,0,2,2,2,2,0,0,0,1,3,-0.7233283411658924,-0.9116245943713812
1,0,0,0,-0.2597505435772633,1,0,2,1,1,1,1,1,1,1,1,0,-1.5141028003508905,-0.7998787537840722
1,0,1,1,-0.4231726731892902,1,0,1,2,0,0,0,0,0,0,0,0,0.3382821907209442,-0.3128109629544378
0,0,1,1,-1.1585722564434118,1,2,1,0,2,0,0,2,2,0,1,2,1.1056510633761538,-0.8384826658873011
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1660839469660713,-0.977540719044496
0,1,1,0,1.0476264933189527,1,2,1,0,0,0,2,2,2,0,1,0,1.1875706162304136,1.532685847077255
1,0,0,0,0.7616377664979054,1,2,0,2,2,2,2,2,0,1,1,1,0.5439169866612293,0.8151436411150061
0,1,1,0,-1.117716724040405,1,2,1,0,2,0,0,0,0,0,1,2,0.5389015038334173,-0.8441616615430136
1,1,0,0,-0.954294594428378,1,0,1,0,0,0,0,0,2,0,1,2,0.4904185031645695,-0.6908508760981356
0,0,0,0,0.8842043637069257,1,2,1,0,0,0,2,2,2,0,1,2,1.1775396505747897,1.396168978746546
1,0,0,1,-1.1994277888464184,1,0,2,1,1,1,1,1,1,0,0,0,-1.494040869039643,-0.9860481638983845
0,0,0,0,-0.137183946368243,0,1,0,2,2,0,2,0,0,1,0,1,-0.848715411861188,-0.5298944389144382
0,0,0,0,-1.2402833212494253,1,0,0,0,0,2,2,2,2,0,0,2,0.3850933637805214,-0.9373458042672932
0,0,0,0,-0.0963284139652362,1,2,1,0,2,0,0,2,2,0,1,2,1.1808833057933312,0.310265459240608
0,0,1,0,1.4970373497520268,1,0,1,2,2,0,2,2,2,1,1,1,1.3881899293428868,2.196531712792883
0,1,0,0,-0.7091614000103375,1,2,0,0,0,0,2,0,0,0,0,1,-0.3304488529872993,-0.6738138891309979
0,1,1,0,0.1079492480497974,1,2,1,2,2,0,2,2,0,0,1,0,1.190914271448955,0.6061698593404008
0,0,0,0,-1.2402833212494253,1,0,1,0,0,0,0,2,0,0,1,3,0.493762158383111,-0.9409255602837346
0,0,1,1,-1.2402833212494253,1,0,0,0,0,0,0,2,2,0,0,3,0.027322255396611,-0.9490352544691296
0,0,1,0,-0.8725835296223645,1,2,1,2,0,0,2,2,0,0,1,1,1.0471370970516825,-0.4683314743353909
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,3,-1.5241337660065142,-0.9998810482582134
0,0,0,0,-1.1585722564434118,1,0,0,0,2,0,0,0,0,0,0,1,-0.4742260273845716,-0.9415442835458354
1,0,0,0,-0.8725835296223645,1,2,2,1,1,1,1,1,1,0,0,1,-1.3954030400926771,-0.9000456304663484
0,0,0,0,-1.0360056592343916,1,0,1,0,0,0,0,0,2,0,1,2,0.4820593651182164,-0.7772069656799435
0,0,0,0,-1.1994277888464184,1,0,0,2,2,0,0,0,0,0,0,2,-0.318746059722405,-0.9354012454435472
0,0,0,1,-1.1585722564434118,0,1,0,2,2,2,0,2,2,0,1,3,-0.2568884381793924,-0.90952535473211
1,1,0,0,0.5982156368858784,1,2,1,0,0,0,0,2,0,0,1,1,0.7077560923697487,0.6999727253267812
0,0,1,1,-0.6683058676073308,1,0,1,0,2,2,0,2,0,0,1,1,0.8214403698001502,-0.3763184863572311
0,0,0,0,-0.137183946368243,0,1,0,0,2,0,0,0,0,0,1,2,-1.1463007263113565,-0.6299508292999108
